index	title	freq	cl_agl-20	cl_agl-50	cn_agl-20	cn_agl-50
1631	upon admission to nicu	28	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
1632	tol feeds. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1633	addition	28	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1634	9 parenting	28	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1635	discharge pe	28	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
1636	mild stim. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1637	active with cares. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1638	this am. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1639	in general	28	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
1640	sepsis suspect. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1641	** precautions	28	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1642	as&bs o/a	28	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1643	of infection. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1644	pacifier. a/p	28	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1645	micu npn admit to micu	28	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1646	answered. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1647	diaper. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1648	clear and equal. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1649	[**known lastname **] o/a	28	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1650	baby. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1651	stooling; heme neg. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1652	mae. p	28	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1653	at this time. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1654	voiding/no stool. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1655	neuro/dev	28	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1656	#9. soc	28	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1657	d/t prematurity p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1658	stooling (heme-). a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1659	bilaterally. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1660	maternal hx	28	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1661	up 99gms tonight to 9999gms. a	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1662	cpap p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1663	9.) pot for sepsis	28	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1664	aodm	28	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
1665	9 bili	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1666	9. tf	28	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
1667	remains on caffeine. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1668	retractions. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1669	murmur. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1670	stable in nc o9. p	28	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1671	anus	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1672	this time in shift. a	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1673	resp support. p	27	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1674	involved mom. p	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1675	[**9999-9-9**]	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1676	nursing discharge note	27	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1677	countdown. a	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1678	updated dad. a/p	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1679	stim. a	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1680	#9. growth/developement o	27	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1681	precaution	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1682	as/bs	27	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1683	family teaching	27	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1684	resp p	27	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1685	#9 [**first name9 (lf) **]	27	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1686	thrush	27	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1687	brings hands to mouth. p	27	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1688	ls	27	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
1689	see flow sheet for specific	27	8	6	o | events | d [133,786]	o | events | d [123,792]
1690	dvt prophylaxis	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1691	[**name (stitle) 9999**] ob	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1692	last abg	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1693	#9 - [**month/day (9) **]	27	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1694	9. [**name9 (ni) **]	27	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1695	diaper change. a	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1696	respiratory care 9p>9a	27	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
1697	advancing feeds. p	27	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1698	questions.a/p	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1699	yesterday. a	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1700	settings p	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1701	hepatic	27	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1702	id/heme	27	15	46	cv | id | cardiac [283,370]	id | i-d | i.d. [75,390]
1703	micu npn 9pm-9pm	27	8	6	o | events | d [133,786]	o | events | d [123,792]
1704	hospital course	27	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1705	yesterday. p	27	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1706	spells so far this shift. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1707	stooling. no spits. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1708	and iron. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1709	gain. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1710	spells p	26	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1711	roomair. p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1712	injuries include	26	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1713	-- resp	26	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1714	tx	26	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1715	ms/activity	26	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1716	complications	26	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1717	phone. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1718	#9 parenting. o	26	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1719	d nuero	26	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
1720	[**year (9 digits) 999**]	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1721	9. [**doctor last name 9**]	26	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
1722	afso. p	26	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1723	g&d/neuro	26	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1724	regime. p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1725	spells this shift. p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1726	neurobehavior	26	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1727	#9 [**name (ni) 9**]	26	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1728	r/o sepsis p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1729	supps. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1730	tolerating full feeds. p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1731	hyperbilirubinemia p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1732	caffiene as ordered. a	26	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1733	soft/flat. p	26	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1734	[** 999**]. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1735	asp. a	26	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1736	as & bs	26	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1737	wnl. p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1738	general appearance	26	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1739	gain 99 grams. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1740	nicu nursing discharge note	26	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1741	#99resp	26	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1742	genitourinary	26	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1743	length	26	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1744	9. a/b's	26	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1745	hem/id	26	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1746	negative.a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1747	#9 deve	26	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1748	nas	26	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1749	support	26	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1750	9.) cv	26	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1751	feeds so far. p	26	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1752	questions. update given. a	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1753	times. p	26	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1754	tf 999 cc/kg/day	26	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1755	spells	26	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1756	appropriate questions. a/p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1757	rom	25	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1758	ccu nursing progress note	25	8	6	o | events | d [133,786]	o | events | d [123,792]
1759	9. resp/cv o	25	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
1760	psycho/social	25	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
1761	#99 [** **]	25	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1762	well perfused. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1763	this evening. p	25	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1764	teaching	25	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1765	currently	25	8	6	o | events | d [133,786]	o | events | d [123,792]
1766	results	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1767	sleeping well between cares a	25	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1768	[**month/year (9) 99**]	25	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1769	admission note/condition update	25	8	6	o | events | d [133,786]	o | events | d [123,792]
1770	coordination. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1771	caffeine a	25	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1772	today	25	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1773	ctic/sicu nsg note	25	8	6	o | events | d [133,786]	o | events | d [123,792]
1774	#99 resp o	25	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
1775	voiding/stooling (heme neg). p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1776	this shift. plan	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1777	premedication	25	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1778	and pacifier. a	25	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1779	#9 sepsis-- o	25	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1780	report. a	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1781	cvr. o	25	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
1782	qsr. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1783	etx	25	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1784	as & bs o/a	25	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1785	bottle. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1786	involved mother. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1787	spells this shift. a	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1788	involved and concerned p	25	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1789	present. a	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1790	9. respiratory	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1791	in shift. a	25	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1792	glucose	25	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
1793	99hrs. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1794	tests	25	8	6	o | events | d [133,786]	o | events | d [123,792]
1795	9 & 9	25	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1796	nutriton	25	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1797	[**last name (un) 9999**]	25	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1798	diuril. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1799	on iron. p	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1800	[** **]. a	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1801	ccu nursing note	25	8	6	o | events | d [133,786]	o | events | d [123,792]
1802	learning to po feed p	25	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1803	assessment/ plan	25	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1804	plan of care. a	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1805	bedside a	25	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1806	ccu nursing progress notes 9999-9999	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1807	#9&9 o	24	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
1808	respirtory care	24	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
1809	is on caffeine. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1810	#9 [**known lastname 99**]	24	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1811	kcl. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1812	time frame	24	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1813	#9 bili s/o	24	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1814	nursing d/c note	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1815	bedside by this rn. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1816	nursing progress note for 9p-9a	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1817	#9 respiratory-- o	24	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
1818	a/b/d's	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1819	this am. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1820	feed p	24	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1821	bottle. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1822	stable in rm air p	24	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1823	[**first name (stitle) **]	24	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1824	stooling; heme negative. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1825	9 sepsis	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1826	alt resp	24	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
1827	#9resp.o	24	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
1828	addedum	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1829	a/	24	13	13	plan | p | a [328,746]	plan | p | a [328,746]
1830	-- cv	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1831	morning. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1832	#9 - id	24	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1833	given as ordered. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1834	uo	24	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1835	#9. skin o	24	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1836	neonatal np-procedure	24	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1837	9. a's/b's	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1838	[**male first name (un) **]	24	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1839	gi/endocrine	24	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
1840	learning to bottle. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1841	ccu npn 9999-9999	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1842	vitamin e. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1843	weight gain 99 grams. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1844	a/b/d's o/a	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1845	gtts	24	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1846	nicu nursing note o	24	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
1847	intact. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1848	neonatology attending admit note	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1849	s/p	24	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1850	events of the day	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1851	fe. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1852	ferinsol and vit e. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1853	9) dev	24	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1854	9.9/9.9. a	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1855	-id	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1856	stable on nc. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1857	piv	24	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1858	dstik	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1859	diaper change. p	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1860	#9a's&b's	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1861	neurological	24	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
1862	prenatal screens	24	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1863	re a.m. labs	24	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1864	and flat. p	24	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1865	micu nursing notes	24	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
